sentid	pairid	sentence	comparison	ROI	word
536	268	le pilote est petit et parlent	unexpected	5	parlent
537	269	le pilote est petit et retourne	expected	5	retourne
538	269	le pilote est petit et retournent	unexpected	5	retournent
539	270	le pilote est petit et est petit	expected	5	est
540	270	le pilote est petit et sont petits	unexpected	5	sont
541	271	le pilote est petit et est grand	expected	5	est
542	271	le pilote est petit et sont grands	unexpected	5	sont
543	272	le pilote est petit et est vieux	expected	5	est
544	272	le pilote est petit et sont vieux	unexpected	5	sont
545	273	le pilote est petit et est jeune	expected	5	est
546	273	le pilote est petit et sont jeunes	unexpected	5	sont
547	274	le consultant est petit et déménage	expected	5	déménage
548	274	le consultant est petit et déménagent	unexpected	5	déménagent
549	275	le consultant est petit et parle	expected	5	parle
550	275	le consultant est petit et parlent	unexpected	5	parlent
551	276	le consultant est petit et retourne	expected	5	retourne
552	276	le consultant est petit et retournent	unexpected	5	retournent
553	277	le consultant est petit et est petit	expected	5	est
554	277	le consultant est petit et sont petits	unexpected	5	sont
555	278	le consultant est petit et est grand	expected	5	est
556	278	le consultant est petit et sont grands	unexpected	5	sont
557	279	le consultant est petit et est vieux	expected	5	est
558	279	le consultant est petit et sont vieux	unexpected	5	sont
559	280	le consultant est petit et est jeune	expected	5	est
560	280	le consultant est petit et sont jeunes	unexpected	5	sont
561	281	l' auteur est grand et déménage	expected	5	déménage
562	281	l' auteur est grand et déménagent	unexpected	5	déménagent
563	282	l' auteur est grand et parle	expected	5	parle
564	282	l' auteur est grand et parlent	unexpected	5	parlent
565	283	l' auteur est grand et retourne	expected	5	retourne
566	283	l' auteur est grand et retournent	unexpected	5	retournent
567	284	l' auteur est grand et est petit	expected	5	est
568	284	l' auteur est grand et sont petits	unexpected	5	sont
569	285	l' auteur est grand et est grand	expected	5	est
570	285	l' auteur est grand et sont grands	unexpected	5	sont
571	286	l' auteur est grand et est vieux	expected	5	est
572	286	l' auteur est grand et sont vieux	unexpected	5	sont
573	287	l' auteur est grand et est jeune	expected	5	est
574	287	l' auteur est grand et sont jeunes	unexpected	5	sont
575	288	le directeur est grand et déménage	expected	5	déménage
576	288	le directeur est grand et déménagent	unexpected	5	déménagent
577	289	le directeur est grand et parle	expected	5	parle
578	289	le directeur est grand et parlent	unexpected	5	parlent
579	290	le directeur est grand et retourne	expected	5	retourne
580	290	le directeur est grand et retournent	unexpected	5	retournent
581	291	le directeur est grand et est petit	expected	5	est
582	291	le directeur est grand et sont petits	unexpected	5	sont
583	292	le directeur est grand et est grand	expected	5	est
584	292	le directeur est grand et sont grands	unexpected	5	sont
585	293	le directeur est grand et est vieux	expected	5	est
586	293	le directeur est grand et sont vieux	unexpected	5	sont
587	294	le directeur est grand et est jeune	expected	5	est
588	294	le directeur est grand et sont jeunes	unexpected	5	sont
589	295	l' agriculteur est grand et déménage	expected	5	déménage
590	295	l' agriculteur est grand et déménagent	unexpected	5	déménagent
591	296	l' agriculteur est grand et parle	expected	5	parle
592	296	l' agriculteur est grand et parlent	unexpected	5	parlent
593	297	l' agriculteur est grand et retourne	expected	5	retourne
594	297	l' agriculteur est grand et retournent	unexpected	5	retournent
595	298	l' agriculteur est grand et est petit	expected	5	est
596	298	l' agriculteur est grand et sont petits	unexpected	5	sont
597	299	l' agriculteur est grand et est grand	expected	5	est
598	299	l' agriculteur est grand et sont grands	unexpected	5	sont
599	300	l' agriculteur est grand et est vieux	expected	5	est
600	300	l' agriculteur est grand et sont vieux	unexpected	5	sont
601	301	l' agriculteur est grand et est jeune	expected	5	est
602	301	l' agriculteur est grand et sont jeunes	unexpected	5	sont
603	302	le chirurgien est grand et déménage	expected	5	déménage
604	302	le chirurgien est grand et déménagent	unexpected	5	déménagent
605	303	le chirurgien est grand et parle	expected	5	parle
606	303	le chirurgien est grand et parlent	unexpected	5	parlent
607	304	le chirurgien est grand et retourne	expected	5	retourne
608	304	le chirurgien est grand et retournent	unexpected	5	retournent
609	305	le chirurgien est grand et est petit	expected	5	est
610	305	le chirurgien est grand et sont petits	unexpected	5	sont
611	306	le chirurgien est grand et est grand	expected	5	est
612	306	le chirurgien est grand et sont grands	unexpected	5	sont
613	307	le chirurgien est grand et est vieux	expected	5	est
614	307	le chirurgien est grand et sont vieux	unexpected	5	sont
615	308	le chirurgien est grand et est jeune	expected	5	est
616	308	le chirurgien est grand et sont jeunes	unexpected	5	sont
617	309	le sénateur est grand et déménage	expected	5	déménage
618	309	le sénateur est grand et déménagent	unexpected	5	déménagent
619	310	le sénateur est grand et parle	expected	5	parle
620	310	le sénateur est grand et parlent	unexpected	5	parlent
621	311	le sénateur est grand et retourne	expected	5	retourne
622	311	le sénateur est grand et retournent	unexpected	5	retournent
623	312	le sénateur est grand et est petit	expected	5	est
624	312	le sénateur est grand et sont petits	unexpected	5	sont
625	313	le sénateur est grand et est grand	expected	5	est
626	313	le sénateur est grand et sont grands	unexpected	5	sont
627	314	le sénateur est grand et est vieux	expected	5	est
628	314	le sénateur est grand et sont vieux	unexpected	5	sont
629	315	le sénateur est grand et est jeune	expected	5	est
630	315	le sénateur est grand et sont jeunes	unexpected	5	sont
631	316	le professeur est grand et déménage	expected	5	déménage
632	316	le professeur est grand et déménagent	unexpected	5	déménagent
633	317	le professeur est grand et parle	expected	5	parle
634	317	le professeur est grand et parlent	unexpected	5	parlent
635	318	le professeur est grand et retourne	expected	5	retourne
636	318	le professeur est grand et retournent	unexpected	5	retournent
637	319	le professeur est grand et est petit	expected	5	est
638	319	le professeur est grand et sont petits	unexpected	5	sont
639	320	le professeur est grand et est grand	expected	5	est
640	320	le professeur est grand et sont grands	unexpected	5	sont
641	321	le professeur est grand et est vieux	expected	5	est
642	321	le professeur est grand et sont vieux	unexpected	5	sont
643	322	le professeur est grand et est jeune	expected	5	est
644	322	le professeur est grand et sont jeunes	unexpected	5	sont
645	323	le client est grand et déménage	expected	5	déménage
646	323	le client est grand et déménagent	unexpected	5	déménagent
647	324	le client est grand et parle	expected	5	parle
648	324	le client est grand et parlent	unexpected	5	parlent
649	325	le client est grand et retourne	expected	5	retourne
650	325	le client est grand et retournent	unexpected	5	retournent
651	326	le client est grand et est petit	expected	5	est
652	326	le client est grand et sont petits	unexpected	5	sont
653	327	le client est grand et est grand	expected	5	est
654	327	le client est grand et sont grands	unexpected	5	sont
655	328	le client est grand et est vieux	expected	5	est
656	328	le client est grand et sont vieux	unexpected	5	sont
657	329	le client est grand et est jeune	expected	5	est
658	329	le client est grand et sont jeunes	unexpected	5	sont
659	330	l' officier est grand et déménage	expected	5	déménage
660	330	l' officier est grand et déménagent	unexpected	5	déménagent
661	331	l' officier est grand et parle	expected	5	parle
662	331	l' officier est grand et parlent	unexpected	5	parlent
663	332	l' officier est grand et retourne	expected	5	retourne
664	332	l' officier est grand et retournent	unexpected	5	retournent
665	333	l' officier est grand et est petit	expected	5	est
666	333	l' officier est grand et sont petits	unexpected	5	sont
667	334	l' officier est grand et est grand	expected	5	est
668	334	l' officier est grand et sont grands	unexpected	5	sont
669	335	l' officier est grand et est vieux	expected	5	est
670	335	l' officier est grand et sont vieux	unexpected	5	sont
671	336	l' officier est grand et est jeune	expected	5	est
672	336	l' officier est grand et sont jeunes	unexpected	5	sont
673	337	le pilote est grand et déménage	expected	5	déménage
674	337	le pilote est grand et déménagent	unexpected	5	déménagent
675	338	le pilote est grand et parle	expected	5	parle
676	338	le pilote est grand et parlent	unexpected	5	parlent
677	339	le pilote est grand et retourne	expected	5	retourne
678	339	le pilote est grand et retournent	unexpected	5	retournent
679	340	le pilote est grand et est petit	expected	5	est
680	340	le pilote est grand et sont petits	unexpected	5	sont
681	341	le pilote est grand et est grand	expected	5	est
682	341	le pilote est grand et sont grands	unexpected	5	sont
683	342	le pilote est grand et est vieux	expected	5	est
684	342	le pilote est grand et sont vieux	unexpected	5	sont
685	343	le pilote est grand et est jeune	expected	5	est
686	343	le pilote est grand et sont jeunes	unexpected	5	sont
687	344	le consultant est grand et déménage	expected	5	déménage
688	344	le consultant est grand et déménagent	unexpected	5	déménagent
689	345	le consultant est grand et parle	expected	5	parle
690	345	le consultant est grand et parlent	unexpected	5	parlent
691	346	le consultant est grand et retourne	expected	5	retourne
692	346	le consultant est grand et retournent	unexpected	5	retournent
693	347	le consultant est grand et est petit	expected	5	est
694	347	le consultant est grand et sont petits	unexpected	5	sont
695	348	le consultant est grand et est grand	expected	5	est
696	348	le consultant est grand et sont grands	unexpected	5	sont
697	349	le consultant est grand et est vieux	expected	5	est
698	349	le consultant est grand et sont vieux	unexpected	5	sont
699	350	le consultant est grand et est jeune	expected	5	est
700	350	le consultant est grand et sont jeunes	unexpected	5	sont
701	351	l' auteur est vieux et déménage	expected	5	déménage
702	351	l' auteur est vieux et déménagent	unexpected	5	déménagent
703	352	l' auteur est vieux et parle	expected	5	parle
704	352	l' auteur est vieux et parlent	unexpected	5	parlent
705	353	l' auteur est vieux et retourne	expected	5	retourne
706	353	l' auteur est vieux et retournent	unexpected	5	retournent
707	354	l' auteur est vieux et est petit	expected	5	est
708	354	l' auteur est vieux et sont petits	unexpected	5	sont
709	355	l' auteur est vieux et est grand	expected	5	est
710	355	l' auteur est vieux et sont grands	unexpected	5	sont
711	356	l' auteur est vieux et est vieux	expected	5	est
712	356	l' auteur est vieux et sont vieux	unexpected	5	sont
713	357	l' auteur est vieux et est jeune	expected	5	est
714	357	l' auteur est vieux et sont jeunes	unexpected	5	sont
715	358	le directeur est vieux et déménage	expected	5	déménage
716	358	le directeur est vieux et déménagent	unexpected	5	déménagent
717	359	le directeur est vieux et parle	expected	5	parle
718	359	le directeur est vieux et parlent	unexpected	5	parlent
719	360	le directeur est vieux et retourne	expected	5	retourne
720	360	le directeur est vieux et retournent	unexpected	5	retournent
721	361	le directeur est vieux et est petit	expected	5	est
722	361	le directeur est vieux et sont petits	unexpected	5	sont
723	362	le directeur est vieux et est grand	expected	5	est
724	362	le directeur est vieux et sont grands	unexpected	5	sont
725	363	le directeur est vieux et est vieux	expected	5	est
726	363	le directeur est vieux et sont vieux	unexpected	5	sont
727	364	le directeur est vieux et est jeune	expected	5	est
728	364	le directeur est vieux et sont jeunes	unexpected	5	sont
729	365	l' agriculteur est vieux et déménage	expected	5	déménage
730	365	l' agriculteur est vieux et déménagent	unexpected	5	déménagent
731	366	l' agriculteur est vieux et parle	expected	5	parle
732	366	l' agriculteur est vieux et parlent	unexpected	5	parlent
733	367	l' agriculteur est vieux et retourne	expected	5	retourne
734	367	l' agriculteur est vieux et retournent	unexpected	5	retournent
735	368	l' agriculteur est vieux et est petit	expected	5	est
736	368	l' agriculteur est vieux et sont petits	unexpected	5	sont
737	369	l' agriculteur est vieux et est grand	expected	5	est
738	369	l' agriculteur est vieux et sont grands	unexpected	5	sont
739	370	l' agriculteur est vieux et est vieux	expected	5	est
740	370	l' agriculteur est vieux et sont vieux	unexpected	5	sont
741	371	l' agriculteur est vieux et est jeune	expected	5	est
742	371	l' agriculteur est vieux et sont jeunes	unexpected	5	sont
743	372	le chirurgien est vieux et déménage	expected	5	déménage
744	372	le chirurgien est vieux et déménagent	unexpected	5	déménagent
745	373	le chirurgien est vieux et parle	expected	5	parle
746	373	le chirurgien est vieux et parlent	unexpected	5	parlent
747	374	le chirurgien est vieux et retourne	expected	5	retourne
748	374	le chirurgien est vieux et retournent	unexpected	5	retournent
749	375	le chirurgien est vieux et est petit	expected	5	est
750	375	le chirurgien est vieux et sont petits	unexpected	5	sont
751	376	le chirurgien est vieux et est grand	expected	5	est
752	376	le chirurgien est vieux et sont grands	unexpected	5	sont
753	377	le chirurgien est vieux et est vieux	expected	5	est
754	377	le chirurgien est vieux et sont vieux	unexpected	5	sont
755	378	le chirurgien est vieux et est jeune	expected	5	est
756	378	le chirurgien est vieux et sont jeunes	unexpected	5	sont
757	379	le sénateur est vieux et déménage	expected	5	déménage
758	379	le sénateur est vieux et déménagent	unexpected	5	déménagent
759	380	le sénateur est vieux et parle	expected	5	parle
760	380	le sénateur est vieux et parlent	unexpected	5	parlent
761	381	le sénateur est vieux et retourne	expected	5	retourne
762	381	le sénateur est vieux et retournent	unexpected	5	retournent
763	382	le sénateur est vieux et est petit	expected	5	est
764	382	le sénateur est vieux et sont petits	unexpected	5	sont
765	383	le sénateur est vieux et est grand	expected	5	est
766	383	le sénateur est vieux et sont grands	unexpected	5	sont
767	384	le sénateur est vieux et est vieux	expected	5	est
768	384	le sénateur est vieux et sont vieux	unexpected	5	sont
769	385	le sénateur est vieux et est jeune	expected	5	est
770	385	le sénateur est vieux et sont jeunes	unexpected	5	sont
771	386	le professeur est vieux et déménage	expected	5	déménage
772	386	le professeur est vieux et déménagent	unexpected	5	déménagent
773	387	le professeur est vieux et parle	expected	5	parle
774	387	le professeur est vieux et parlent	unexpected	5	parlent
775	388	le professeur est vieux et retourne	expected	5	retourne
776	388	le professeur est vieux et retournent	unexpected	5	retournent
777	389	le professeur est vieux et est petit	expected	5	est
778	389	le professeur est vieux et sont petits	unexpected	5	sont
779	390	le professeur est vieux et est grand	expected	5	est
780	390	le professeur est vieux et sont grands	unexpected	5	sont
781	391	le professeur est vieux et est vieux	expected	5	est
782	391	le professeur est vieux et sont vieux	unexpected	5	sont
783	392	le professeur est vieux et est jeune	expected	5	est
784	392	le professeur est vieux et sont jeunes	unexpected	5	sont
785	393	le client est vieux et déménage	expected	5	déménage
786	393	le client est vieux et déménagent	unexpected	5	déménagent
787	394	le client est vieux et parle	expected	5	parle
788	394	le client est vieux et parlent	unexpected	5	parlent
789	395	le client est vieux et retourne	expected	5	retourne
790	395	le client est vieux et retournent	unexpected	5	retournent
791	396	le client est vieux et est petit	expected	5	est
792	396	le client est vieux et sont petits	unexpected	5	sont
793	397	le client est vieux et est grand	expected	5	est
794	397	le client est vieux et sont grands	unexpected	5	sont
795	398	le client est vieux et est vieux	expected	5	est
796	398	le client est vieux et sont vieux	unexpected	5	sont
797	399	le client est vieux et est jeune	expected	5	est
798	399	le client est vieux et sont jeunes	unexpected	5	sont
799	400	l' officier est vieux et déménage	expected	5	déménage
800	400	l' officier est vieux et déménagent	unexpected	5	déménagent
801	401	l' officier est vieux et parle	expected	5	parle
802	401	l' officier est vieux et parlent	unexpected	5	parlent
803	402	l' officier est vieux et retourne	expected	5	retourne
804	402	l' officier est vieux et retournent	unexpected	5	retournent
805	403	l' officier est vieux et est petit	expected	5	est
806	403	l' officier est vieux et sont petits	unexpected	5	sont
807	404	l' officier est vieux et est grand	expected	5	est
808	404	l' officier est vieux et sont grands	unexpected	5	sont
809	405	l' officier est vieux et est vieux	expected	5	est
810	405	l' officier est vieux et sont vieux	unexpected	5	sont
811	406	l' officier est vieux et est jeune	expected	5	est
812	406	l' officier est vieux et sont jeunes	unexpected	5	sont
813	407	le pilote est vieux et déménage	expected	5	déménage
814	407	le pilote est vieux et déménagent	unexpected	5	déménagent
815	408	le pilote est vieux et parle	expected	5	parle
816	408	le pilote est vieux et parlent	unexpected	5	parlent
817	409	le pilote est vieux et retourne	expected	5	retourne
818	409	le pilote est vieux et retournent	unexpected	5	retournent
819	410	le pilote est vieux et est petit	expected	5	est
820	410	le pilote est vieux et sont petits	unexpected	5	sont
821	411	le pilote est vieux et est grand	expected	5	est
822	411	le pilote est vieux et sont grands	unexpected	5	sont
823	412	le pilote est vieux et est vieux	expected	5	est
824	412	le pilote est vieux et sont vieux	unexpected	5	sont
825	413	le pilote est vieux et est jeune	expected	5	est
826	413	le pilote est vieux et sont jeunes	unexpected	5	sont
827	414	le consultant est vieux et déménage	expected	5	déménage
828	414	le consultant est vieux et déménagent	unexpected	5	déménagent
829	415	le consultant est vieux et parle	expected	5	parle
830	415	le consultant est vieux et parlent	unexpected	5	parlent
831	416	le consultant est vieux et retourne	expected	5	retourne
832	416	le consultant est vieux et retournent	unexpected	5	retournent
833	417	le consultant est vieux et est petit	expected	5	est
834	417	le consultant est vieux et sont petits	unexpected	5	sont
835	418	le consultant est vieux et est grand	expected	5	est
836	418	le consultant est vieux et sont grands	unexpected	5	sont
837	419	le consultant est vieux et est vieux	expected	5	est
838	419	le consultant est vieux et sont vieux	unexpected	5	sont
839	420	le consultant est vieux et est jeune	expected	5	est
840	420	le consultant est vieux et sont jeunes	unexpected	5	sont
841	421	l' auteur est jeune et déménage	expected	5	déménage
842	421	l' auteur est jeune et déménagent	unexpected	5	déménagent
843	422	l' auteur est jeune et parle	expected	5	parle
844	422	l' auteur est jeune et parlent	unexpected	5	parlent
845	423	l' auteur est jeune et retourne	expected	5	retourne
846	423	l' auteur est jeune et retournent	unexpected	5	retournent
847	424	l' auteur est jeune et est petit	expected	5	est
848	424	l' auteur est jeune et sont petits	unexpected	5	sont
849	425	l' auteur est jeune et est grand	expected	5	est
850	425	l' auteur est jeune et sont grands	unexpected	5	sont
851	426	l' auteur est jeune et est vieux	expected	5	est
852	426	l' auteur est jeune et sont vieux	unexpected	5	sont
853	427	l' auteur est jeune et est jeune	expected	5	est
854	427	l' auteur est jeune et sont jeunes	unexpected	5	sont
855	428	le directeur est jeune et déménage	expected	5	déménage
856	428	le directeur est jeune et déménagent	unexpected	5	déménagent
857	429	le directeur est jeune et parle	expected	5	parle
858	429	le directeur est jeune et parlent	unexpected	5	parlent
859	430	le directeur est jeune et retourne	expected	5	retourne
860	430	le directeur est jeune et retournent	unexpected	5	retournent
861	431	le directeur est jeune et est petit	expected	5	est
862	431	le directeur est jeune et sont petits	unexpected	5	sont
863	432	le directeur est jeune et est grand	expected	5	est
864	432	le directeur est jeune et sont grands	unexpected	5	sont
865	433	le directeur est jeune et est vieux	expected	5	est
866	433	le directeur est jeune et sont vieux	unexpected	5	sont
867	434	le directeur est jeune et est jeune	expected	5	est
868	434	le directeur est jeune et sont jeunes	unexpected	5	sont
869	435	l' agriculteur est jeune et déménage	expected	5	déménage
870	435	l' agriculteur est jeune et déménagent	unexpected	5	déménagent
871	436	l' agriculteur est jeune et parle	expected	5	parle
872	436	l' agriculteur est jeune et parlent	unexpected	5	parlent
873	437	l' agriculteur est jeune et retourne	expected	5	retourne
874	437	l' agriculteur est jeune et retournent	unexpected	5	retournent
875	438	l' agriculteur est jeune et est petit	expected	5	est
876	438	l' agriculteur est jeune et sont petits	unexpected	5	sont
877	439	l' agriculteur est jeune et est grand	expected	5	est
878	439	l' agriculteur est jeune et sont grands	unexpected	5	sont
879	440	l' agriculteur est jeune et est vieux	expected	5	est
880	440	l' agriculteur est jeune et sont vieux	unexpected	5	sont
881	441	l' agriculteur est jeune et est jeune	expected	5	est
882	441	l' agriculteur est jeune et sont jeunes	unexpected	5	sont
883	442	le chirurgien est jeune et déménage	expected	5	déménage
884	442	le chirurgien est jeune et déménagent	unexpected	5	déménagent
885	443	le chirurgien est jeune et parle	expected	5	parle
886	443	le chirurgien est jeune et parlent	unexpected	5	parlent
887	444	le chirurgien est jeune et retourne	expected	5	retourne
888	444	le chirurgien est jeune et retournent	unexpected	5	retournent
889	445	le chirurgien est jeune et est petit	expected	5	est
890	445	le chirurgien est jeune et sont petits	unexpected	5	sont
891	446	le chirurgien est jeune et est grand	expected	5	est
892	446	le chirurgien est jeune et sont grands	unexpected	5	sont
893	447	le chirurgien est jeune et est vieux	expected	5	est
894	447	le chirurgien est jeune et sont vieux	unexpected	5	sont
895	448	le chirurgien est jeune et est jeune	expected	5	est
896	448	le chirurgien est jeune et sont jeunes	unexpected	5	sont
897	449	le sénateur est jeune et déménage	expected	5	déménage
898	449	le sénateur est jeune et déménagent	unexpected	5	déménagent
899	450	le sénateur est jeune et parle	expected	5	parle
900	450	le sénateur est jeune et parlent	unexpected	5	parlent
901	451	le sénateur est jeune et retourne	expected	5	retourne
902	451	le sénateur est jeune et retournent	unexpected	5	retournent
903	452	le sénateur est jeune et est petit	expected	5	est
904	452	le sénateur est jeune et sont petits	unexpected	5	sont
905	453	le sénateur est jeune et est grand	expected	5	est
906	453	le sénateur est jeune et sont grands	unexpected	5	sont
907	454	le sénateur est jeune et est vieux	expected	5	est
908	454	le sénateur est jeune et sont vieux	unexpected	5	sont
909	455	le sénateur est jeune et est jeune	expected	5	est
910	455	le sénateur est jeune et sont jeunes	unexpected	5	sont
911	456	le professeur est jeune et déménage	expected	5	déménage
912	456	le professeur est jeune et déménagent	unexpected	5	déménagent
913	457	le professeur est jeune et parle	expected	5	parle
914	457	le professeur est jeune et parlent	unexpected	5	parlent
915	458	le professeur est jeune et retourne	expected	5	retourne
916	458	le professeur est jeune et retournent	unexpected	5	retournent
917	459	le professeur est jeune et est petit	expected	5	est
918	459	le professeur est jeune et sont petits	unexpected	5	sont
919	460	le professeur est jeune et est grand	expected	5	est
920	460	le professeur est jeune et sont grands	unexpected	5	sont
921	461	le professeur est jeune et est vieux	expected	5	est
922	461	le professeur est jeune et sont vieux	unexpected	5	sont
923	462	le professeur est jeune et est jeune	expected	5	est
924	462	le professeur est jeune et sont jeunes	unexpected	5	sont
925	463	le client est jeune et déménage	expected	5	déménage
926	463	le client est jeune et déménagent	unexpected	5	déménagent
927	464	le client est jeune et parle	expected	5	parle
928	464	le client est jeune et parlent	unexpected	5	parlent
929	465	le client est jeune et retourne	expected	5	retourne
930	465	le client est jeune et retournent	unexpected	5	retournent
931	466	le client est jeune et est petit	expected	5	est
932	466	le client est jeune et sont petits	unexpected	5	sont
933	467	le client est jeune et est grand	expected	5	est
934	467	le client est jeune et sont grands	unexpected	5	sont
935	468	le client est jeune et est vieux	expected	5	est
936	468	le client est jeune et sont vieux	unexpected	5	sont
937	469	le client est jeune et est jeune	expected	5	est
938	469	le client est jeune et sont jeunes	unexpected	5	sont
939	470	l' officier est jeune et déménage	expected	5	déménage
940	470	l' officier est jeune et déménagent	unexpected	5	déménagent
941	471	l' officier est jeune et parle	expected	5	parle
942	471	l' officier est jeune et parlent	unexpected	5	parlent
943	472	l' officier est jeune et retourne	expected	5	retourne
944	472	l' officier est jeune et retournent	unexpected	5	retournent
945	473	l' officier est jeune et est petit	expected	5	est
946	473	l' officier est jeune et sont petits	unexpected	5	sont
947	474	l' officier est jeune et est grand	expected	5	est
948	474	l' officier est jeune et sont grands	unexpected	5	sont
949	475	l' officier est jeune et est vieux	expected	5	est
950	475	l' officier est jeune et sont vieux	unexpected	5	sont
951	476	l' officier est jeune et est jeune	expected	5	est
952	476	l' officier est jeune et sont jeunes	unexpected	5	sont
953	477	le pilote est jeune et déménage	expected	5	déménage
954	477	le pilote est jeune et déménagent	unexpected	5	déménagent
955	478	le pilote est jeune et parle	expected	5	parle
956	478	le pilote est jeune et parlent	unexpected	5	parlent
957	479	le pilote est jeune et retourne	expected	5	retourne
958	479	le pilote est jeune et retournent	unexpected	5	retournent
959	480	le pilote est jeune et est petit	expected	5	est
960	480	le pilote est jeune et sont petits	unexpected	5	sont
961	481	le pilote est jeune et est grand	expected	5	est
962	481	le pilote est jeune et sont grands	unexpected	5	sont
963	482	le pilote est jeune et est vieux	expected	5	est
964	482	le pilote est jeune et sont vieux	unexpected	5	sont
965	483	le pilote est jeune et est jeune	expected	5	est
966	483	le pilote est jeune et sont jeunes	unexpected	5	sont
967	484	le consultant est jeune et déménage	expected	5	déménage
968	484	le consultant est jeune et déménagent	unexpected	5	déménagent
969	485	le consultant est jeune et parle	expected	5	parle
970	485	le consultant est jeune et parlent	unexpected	5	parlent
971	486	le consultant est jeune et retourne	expected	5	retourne
972	486	le consultant est jeune et retournent	unexpected	5	retournent
973	487	le consultant est jeune et est petit	expected	5	est
974	487	le consultant est jeune et sont petits	unexpected	5	sont
975	488	le consultant est jeune et est grand	expected	5	est
976	488	le consultant est jeune et sont grands	unexpected	5	sont
977	489	le consultant est jeune et est vieux	expected	5	est
978	489	le consultant est jeune et sont vieux	unexpected	5	sont
979	490	le consultant est jeune et est jeune	expected	5	est
980	490	le consultant est jeune et sont jeunes	unexpected	5	sont
981	491	les auteurs déménagent et déménagent	expected	4	déménagent
982	491	les auteurs déménagent et déménage	unexpected	4	déménage
983	492	les auteurs déménagent et parlent	expected	4	parlent
984	492	les auteurs déménagent et parle	unexpected	4	parle
985	493	les auteurs déménagent et retournent	expected	4	retournent
986	493	les auteurs déménagent et retourne	unexpected	4	retourne
987	494	les auteurs déménagent et sont petits	expected	4	sont
988	494	les auteurs déménagent et est petit	unexpected	4	est
989	495	les auteurs déménagent et sont grands	expected	4	sont
990	495	les auteurs déménagent et est grand	unexpected	4	est
991	496	les auteurs déménagent et sont vieux	expected	4	sont
992	496	les auteurs déménagent et est vieux	unexpected	4	est
993	497	les auteurs déménagent et sont jeunes	expected	4	sont
994	497	les auteurs déménagent et est jeune	unexpected	4	est
995	498	les directeurs déménagent et déménagent	expected	4	déménagent
996	498	les directeurs déménagent et déménage	unexpected	4	déménage
997	499	les directeurs déménagent et parlent	expected	4	parlent
998	499	les directeurs déménagent et parle	unexpected	4	parle
999	500	les directeurs déménagent et retournent	expected	4	retournent
1000	500	les directeurs déménagent et retourne	unexpected	4	retourne
1001	501	les directeurs déménagent et sont petits	expected	4	sont
1002	501	les directeurs déménagent et est petit	unexpected	4	est
1003	502	les directeurs déménagent et sont grands	expected	4	sont
1004	502	les directeurs déménagent et est grand	unexpected	4	est
1005	503	les directeurs déménagent et sont vieux	expected	4	sont
1006	503	les directeurs déménagent et est vieux	unexpected	4	est
1007	504	les directeurs déménagent et sont jeunes	expected	4	sont
1008	504	les directeurs déménagent et est jeune	unexpected	4	est
1009	505	les agriculteurs déménagent et déménagent	expected	4	déménagent
1010	505	les agriculteurs déménagent et déménage	unexpected	4	déménage
1011	506	les agriculteurs déménagent et parlent	expected	4	parlent
1012	506	les agriculteurs déménagent et parle	unexpected	4	parle
1013	507	les agriculteurs déménagent et retournent	expected	4	retournent
1014	507	les agriculteurs déménagent et retourne	unexpected	4	retourne
1015	508	les agriculteurs déménagent et sont petits	expected	4	sont
1016	508	les agriculteurs déménagent et est petit	unexpected	4	est
1017	509	les agriculteurs déménagent et sont grands	expected	4	sont
1018	509	les agriculteurs déménagent et est grand	unexpected	4	est
1019	510	les agriculteurs déménagent et sont vieux	expected	4	sont
1020	510	les agriculteurs déménagent et est vieux	unexpected	4	est
1021	511	les agriculteurs déménagent et sont jeunes	expected	4	sont
1022	511	les agriculteurs déménagent et est jeune	unexpected	4	est
1023	512	les chirurgiens déménagent et déménagent	expected	4	déménagent
1024	512	les chirurgiens déménagent et déménage	unexpected	4	déménage
1025	513	les chirurgiens déménagent et parlent	expected	4	parlent
1026	513	les chirurgiens déménagent et parle	unexpected	4	parle
1027	514	les chirurgiens déménagent et retournent	expected	4	retournent
1028	514	les chirurgiens déménagent et retourne	unexpected	4	retourne
1029	515	les chirurgiens déménagent et sont petits	expected	4	sont
1030	515	les chirurgiens déménagent et est petit	unexpected	4	est
1031	516	les chirurgiens déménagent et sont grands	expected	4	sont
1032	516	les chirurgiens déménagent et est grand	unexpected	4	est
1033	517	les chirurgiens déménagent et sont vieux	expected	4	sont
1034	517	les chirurgiens déménagent et est vieux	unexpected	4	est
1035	518	les chirurgiens déménagent et sont jeunes	expected	4	sont
1036	518	les chirurgiens déménagent et est jeune	unexpected	4	est
1037	519	les sénateurs déménagent et déménagent	expected	4	déménagent
1038	519	les sénateurs déménagent et déménage	unexpected	4	déménage
1039	520	les sénateurs déménagent et parlent	expected	4	parlent
1040	520	les sénateurs déménagent et parle	unexpected	4	parle
1041	521	les sénateurs déménagent et retournent	expected	4	retournent
1042	521	les sénateurs déménagent et retourne	unexpected	4	retourne
1043	522	les sénateurs déménagent et sont petits	expected	4	sont
1044	522	les sénateurs déménagent et est petit	unexpected	4	est
1045	523	les sénateurs déménagent et sont grands	expected	4	sont
1046	523	les sénateurs déménagent et est grand	unexpected	4	est
1047	524	les sénateurs déménagent et sont vieux	expected	4	sont
1048	524	les sénateurs déménagent et est vieux	unexpected	4	est
