sentid	pairid	sentence	comparison	ROI	word
4371	2186	les agriculteurs derrière le danseur sont jeunes	expected	5	sont
4372	2186	les agriculteurs derrière le danseur est jeune	unexpected	5	est
4373	2187	les agriculteurs derrière le danseur sont petits	expected	5	sont
4374	2187	les agriculteurs derrière le danseur est petit	unexpected	5	est
4375	2188	les agriculteurs derrière le danseur sont grands	expected	5	sont
4376	2188	les agriculteurs derrière le danseur est grand	unexpected	5	est
4377	2189	les agriculteurs derrière le danseur déménagent	expected	5	déménagent
4378	2189	les agriculteurs derrière le danseur déménage	unexpected	5	déménage
4379	2190	les agriculteurs derrière le danseur parlent	expected	5	parlent
4380	2190	les agriculteurs derrière le danseur parle	unexpected	5	parle
4381	2191	les agriculteurs derrière le danseur retournent	expected	5	retournent
4382	2191	les agriculteurs derrière le danseur retourne	unexpected	5	retourne
4383	2192	les chirurgiens derrière le danseur sont vieux	expected	5	sont
4384	2192	les chirurgiens derrière le danseur est vieux	unexpected	5	est
4385	2193	les chirurgiens derrière le danseur sont jeunes	expected	5	sont
4386	2193	les chirurgiens derrière le danseur est jeune	unexpected	5	est
4387	2194	les chirurgiens derrière le danseur sont petits	expected	5	sont
4388	2194	les chirurgiens derrière le danseur est petit	unexpected	5	est
4389	2195	les chirurgiens derrière le danseur sont grands	expected	5	sont
4390	2195	les chirurgiens derrière le danseur est grand	unexpected	5	est
4391	2196	les chirurgiens derrière le danseur déménagent	expected	5	déménagent
4392	2196	les chirurgiens derrière le danseur déménage	unexpected	5	déménage
4393	2197	les chirurgiens derrière le danseur parlent	expected	5	parlent
4394	2197	les chirurgiens derrière le danseur parle	unexpected	5	parle
4395	2198	les chirurgiens derrière le danseur retournent	expected	5	retournent
4396	2198	les chirurgiens derrière le danseur retourne	unexpected	5	retourne
4397	2199	les sénateurs derrière le danseur sont vieux	expected	5	sont
4398	2199	les sénateurs derrière le danseur est vieux	unexpected	5	est
4399	2200	les sénateurs derrière le danseur sont jeunes	expected	5	sont
4400	2200	les sénateurs derrière le danseur est jeune	unexpected	5	est
4401	2201	les sénateurs derrière le danseur sont petits	expected	5	sont
4402	2201	les sénateurs derrière le danseur est petit	unexpected	5	est
4403	2202	les sénateurs derrière le danseur sont grands	expected	5	sont
4404	2202	les sénateurs derrière le danseur est grand	unexpected	5	est
4405	2203	les sénateurs derrière le danseur déménagent	expected	5	déménagent
4406	2203	les sénateurs derrière le danseur déménage	unexpected	5	déménage
4407	2204	les sénateurs derrière le danseur parlent	expected	5	parlent
4408	2204	les sénateurs derrière le danseur parle	unexpected	5	parle
4409	2205	les sénateurs derrière le danseur retournent	expected	5	retournent
4410	2205	les sénateurs derrière le danseur retourne	unexpected	5	retourne
4411	2206	les professeurs derrière le danseur sont vieux	expected	5	sont
4412	2206	les professeurs derrière le danseur est vieux	unexpected	5	est
4413	2207	les professeurs derrière le danseur sont jeunes	expected	5	sont
4414	2207	les professeurs derrière le danseur est jeune	unexpected	5	est
4415	2208	les professeurs derrière le danseur sont petits	expected	5	sont
4416	2208	les professeurs derrière le danseur est petit	unexpected	5	est
4417	2209	les professeurs derrière le danseur sont grands	expected	5	sont
4418	2209	les professeurs derrière le danseur est grand	unexpected	5	est
4419	2210	les professeurs derrière le danseur déménagent	expected	5	déménagent
4420	2210	les professeurs derrière le danseur déménage	unexpected	5	déménage
4421	2211	les professeurs derrière le danseur parlent	expected	5	parlent
4422	2211	les professeurs derrière le danseur parle	unexpected	5	parle
4423	2212	les professeurs derrière le danseur retournent	expected	5	retournent
4424	2212	les professeurs derrière le danseur retourne	unexpected	5	retourne
4425	2213	les clients derrière le danseur sont vieux	expected	5	sont
4426	2213	les clients derrière le danseur est vieux	unexpected	5	est
4427	2214	les clients derrière le danseur sont jeunes	expected	5	sont
4428	2214	les clients derrière le danseur est jeune	unexpected	5	est
4429	2215	les clients derrière le danseur sont petits	expected	5	sont
4430	2215	les clients derrière le danseur est petit	unexpected	5	est
4431	2216	les clients derrière le danseur sont grands	expected	5	sont
4432	2216	les clients derrière le danseur est grand	unexpected	5	est
4433	2217	les clients derrière le danseur déménagent	expected	5	déménagent
4434	2217	les clients derrière le danseur déménage	unexpected	5	déménage
4435	2218	les clients derrière le danseur parlent	expected	5	parlent
4436	2218	les clients derrière le danseur parle	unexpected	5	parle
4437	2219	les clients derrière le danseur retournent	expected	5	retournent
4438	2219	les clients derrière le danseur retourne	unexpected	5	retourne
4439	2220	les officiers derrière le danseur sont vieux	expected	5	sont
4440	2220	les officiers derrière le danseur est vieux	unexpected	5	est
4441	2221	les officiers derrière le danseur sont jeunes	expected	5	sont
4442	2221	les officiers derrière le danseur est jeune	unexpected	5	est
4443	2222	les officiers derrière le danseur sont petits	expected	5	sont
4444	2222	les officiers derrière le danseur est petit	unexpected	5	est
4445	2223	les officiers derrière le danseur sont grands	expected	5	sont
4446	2223	les officiers derrière le danseur est grand	unexpected	5	est
4447	2224	les officiers derrière le danseur déménagent	expected	5	déménagent
4448	2224	les officiers derrière le danseur déménage	unexpected	5	déménage
4449	2225	les officiers derrière le danseur parlent	expected	5	parlent
4450	2225	les officiers derrière le danseur parle	unexpected	5	parle
4451	2226	les officiers derrière le danseur retournent	expected	5	retournent
4452	2226	les officiers derrière le danseur retourne	unexpected	5	retourne
4453	2227	les pilotes derrière le danseur sont vieux	expected	5	sont
4454	2227	les pilotes derrière le danseur est vieux	unexpected	5	est
4455	2228	les pilotes derrière le danseur sont jeunes	expected	5	sont
4456	2228	les pilotes derrière le danseur est jeune	unexpected	5	est
4457	2229	les pilotes derrière le danseur sont petits	expected	5	sont
4458	2229	les pilotes derrière le danseur est petit	unexpected	5	est
4459	2230	les pilotes derrière le danseur sont grands	expected	5	sont
4460	2230	les pilotes derrière le danseur est grand	unexpected	5	est
4461	2231	les pilotes derrière le danseur déménagent	expected	5	déménagent
4462	2231	les pilotes derrière le danseur déménage	unexpected	5	déménage
4463	2232	les pilotes derrière le danseur parlent	expected	5	parlent
4464	2232	les pilotes derrière le danseur parle	unexpected	5	parle
4465	2233	les pilotes derrière le danseur retournent	expected	5	retournent
4466	2233	les pilotes derrière le danseur retourne	unexpected	5	retourne
4467	2234	les consultants derrière le danseur sont vieux	expected	5	sont
4468	2234	les consultants derrière le danseur est vieux	unexpected	5	est
4469	2235	les consultants derrière le danseur sont jeunes	expected	5	sont
4470	2235	les consultants derrière le danseur est jeune	unexpected	5	est
4471	2236	les consultants derrière le danseur sont petits	expected	5	sont
4472	2236	les consultants derrière le danseur est petit	unexpected	5	est
4473	2237	les consultants derrière le danseur sont grands	expected	5	sont
4474	2237	les consultants derrière le danseur est grand	unexpected	5	est
4475	2238	les consultants derrière le danseur déménagent	expected	5	déménagent
4476	2238	les consultants derrière le danseur déménage	unexpected	5	déménage
4477	2239	les consultants derrière le danseur parlent	expected	5	parlent
4478	2239	les consultants derrière le danseur parle	unexpected	5	parle
4479	2240	les consultants derrière le danseur retournent	expected	5	retournent
4480	2240	les consultants derrière le danseur retourne	unexpected	5	retourne
4481	2241	les auteurs devant l' architecte sont vieux	expected	5	sont
4482	2241	les auteurs devant l' architecte est vieux	unexpected	5	est
4483	2242	les auteurs devant l' architecte sont jeunes	expected	5	sont
4484	2242	les auteurs devant l' architecte est jeune	unexpected	5	est
4485	2243	les auteurs devant l' architecte sont petits	expected	5	sont
4486	2243	les auteurs devant l' architecte est petit	unexpected	5	est
4487	2244	les auteurs devant l' architecte sont grands	expected	5	sont
4488	2244	les auteurs devant l' architecte est grand	unexpected	5	est
4489	2245	les auteurs devant l' architecte déménagent	expected	5	déménagent
4490	2245	les auteurs devant l' architecte déménage	unexpected	5	déménage
4491	2246	les auteurs devant l' architecte parlent	expected	5	parlent
4492	2246	les auteurs devant l' architecte parle	unexpected	5	parle
4493	2247	les auteurs devant l' architecte retournent	expected	5	retournent
4494	2247	les auteurs devant l' architecte retourne	unexpected	5	retourne
4495	2248	les directeurs devant l' architecte sont vieux	expected	5	sont
4496	2248	les directeurs devant l' architecte est vieux	unexpected	5	est
4497	2249	les directeurs devant l' architecte sont jeunes	expected	5	sont
4498	2249	les directeurs devant l' architecte est jeune	unexpected	5	est
4499	2250	les directeurs devant l' architecte sont petits	expected	5	sont
4500	2250	les directeurs devant l' architecte est petit	unexpected	5	est
4501	2251	les directeurs devant l' architecte sont grands	expected	5	sont
4502	2251	les directeurs devant l' architecte est grand	unexpected	5	est
4503	2252	les directeurs devant l' architecte déménagent	expected	5	déménagent
4504	2252	les directeurs devant l' architecte déménage	unexpected	5	déménage
4505	2253	les directeurs devant l' architecte parlent	expected	5	parlent
4506	2253	les directeurs devant l' architecte parle	unexpected	5	parle
4507	2254	les directeurs devant l' architecte retournent	expected	5	retournent
4508	2254	les directeurs devant l' architecte retourne	unexpected	5	retourne
4509	2255	les agriculteurs devant l' architecte sont vieux	expected	5	sont
4510	2255	les agriculteurs devant l' architecte est vieux	unexpected	5	est
4511	2256	les agriculteurs devant l' architecte sont jeunes	expected	5	sont
4512	2256	les agriculteurs devant l' architecte est jeune	unexpected	5	est
4513	2257	les agriculteurs devant l' architecte sont petits	expected	5	sont
4514	2257	les agriculteurs devant l' architecte est petit	unexpected	5	est
4515	2258	les agriculteurs devant l' architecte sont grands	expected	5	sont
4516	2258	les agriculteurs devant l' architecte est grand	unexpected	5	est
4517	2259	les agriculteurs devant l' architecte déménagent	expected	5	déménagent
4518	2259	les agriculteurs devant l' architecte déménage	unexpected	5	déménage
4519	2260	les agriculteurs devant l' architecte parlent	expected	5	parlent
4520	2260	les agriculteurs devant l' architecte parle	unexpected	5	parle
4521	2261	les agriculteurs devant l' architecte retournent	expected	5	retournent
4522	2261	les agriculteurs devant l' architecte retourne	unexpected	5	retourne
4523	2262	les chirurgiens devant l' architecte sont vieux	expected	5	sont
4524	2262	les chirurgiens devant l' architecte est vieux	unexpected	5	est
4525	2263	les chirurgiens devant l' architecte sont jeunes	expected	5	sont
4526	2263	les chirurgiens devant l' architecte est jeune	unexpected	5	est
4527	2264	les chirurgiens devant l' architecte sont petits	expected	5	sont
4528	2264	les chirurgiens devant l' architecte est petit	unexpected	5	est
4529	2265	les chirurgiens devant l' architecte sont grands	expected	5	sont
4530	2265	les chirurgiens devant l' architecte est grand	unexpected	5	est
4531	2266	les chirurgiens devant l' architecte déménagent	expected	5	déménagent
4532	2266	les chirurgiens devant l' architecte déménage	unexpected	5	déménage
4533	2267	les chirurgiens devant l' architecte parlent	expected	5	parlent
4534	2267	les chirurgiens devant l' architecte parle	unexpected	5	parle
4535	2268	les chirurgiens devant l' architecte retournent	expected	5	retournent
4536	2268	les chirurgiens devant l' architecte retourne	unexpected	5	retourne
4537	2269	les sénateurs devant l' architecte sont vieux	expected	5	sont
4538	2269	les sénateurs devant l' architecte est vieux	unexpected	5	est
4539	2270	les sénateurs devant l' architecte sont jeunes	expected	5	sont
4540	2270	les sénateurs devant l' architecte est jeune	unexpected	5	est
4541	2271	les sénateurs devant l' architecte sont petits	expected	5	sont
4542	2271	les sénateurs devant l' architecte est petit	unexpected	5	est
4543	2272	les sénateurs devant l' architecte sont grands	expected	5	sont
4544	2272	les sénateurs devant l' architecte est grand	unexpected	5	est
4545	2273	les sénateurs devant l' architecte déménagent	expected	5	déménagent
4546	2273	les sénateurs devant l' architecte déménage	unexpected	5	déménage
4547	2274	les sénateurs devant l' architecte parlent	expected	5	parlent
4548	2274	les sénateurs devant l' architecte parle	unexpected	5	parle
4549	2275	les sénateurs devant l' architecte retournent	expected	5	retournent
4550	2275	les sénateurs devant l' architecte retourne	unexpected	5	retourne
4551	2276	les professeurs devant l' architecte sont vieux	expected	5	sont
4552	2276	les professeurs devant l' architecte est vieux	unexpected	5	est
4553	2277	les professeurs devant l' architecte sont jeunes	expected	5	sont
4554	2277	les professeurs devant l' architecte est jeune	unexpected	5	est
4555	2278	les professeurs devant l' architecte sont petits	expected	5	sont
4556	2278	les professeurs devant l' architecte est petit	unexpected	5	est
4557	2279	les professeurs devant l' architecte sont grands	expected	5	sont
4558	2279	les professeurs devant l' architecte est grand	unexpected	5	est
4559	2280	les professeurs devant l' architecte déménagent	expected	5	déménagent
4560	2280	les professeurs devant l' architecte déménage	unexpected	5	déménage
4561	2281	les professeurs devant l' architecte parlent	expected	5	parlent
4562	2281	les professeurs devant l' architecte parle	unexpected	5	parle
4563	2282	les professeurs devant l' architecte retournent	expected	5	retournent
4564	2282	les professeurs devant l' architecte retourne	unexpected	5	retourne
4565	2283	les clients devant l' architecte sont vieux	expected	5	sont
4566	2283	les clients devant l' architecte est vieux	unexpected	5	est
4567	2284	les clients devant l' architecte sont jeunes	expected	5	sont
4568	2284	les clients devant l' architecte est jeune	unexpected	5	est
4569	2285	les clients devant l' architecte sont petits	expected	5	sont
4570	2285	les clients devant l' architecte est petit	unexpected	5	est
4571	2286	les clients devant l' architecte sont grands	expected	5	sont
4572	2286	les clients devant l' architecte est grand	unexpected	5	est
4573	2287	les clients devant l' architecte déménagent	expected	5	déménagent
4574	2287	les clients devant l' architecte déménage	unexpected	5	déménage
4575	2288	les clients devant l' architecte parlent	expected	5	parlent
4576	2288	les clients devant l' architecte parle	unexpected	5	parle
4577	2289	les clients devant l' architecte retournent	expected	5	retournent
4578	2289	les clients devant l' architecte retourne	unexpected	5	retourne
4579	2290	les officiers devant l' architecte sont vieux	expected	5	sont
4580	2290	les officiers devant l' architecte est vieux	unexpected	5	est
4581	2291	les officiers devant l' architecte sont jeunes	expected	5	sont
4582	2291	les officiers devant l' architecte est jeune	unexpected	5	est
4583	2292	les officiers devant l' architecte sont petits	expected	5	sont
4584	2292	les officiers devant l' architecte est petit	unexpected	5	est
4585	2293	les officiers devant l' architecte sont grands	expected	5	sont
4586	2293	les officiers devant l' architecte est grand	unexpected	5	est
4587	2294	les officiers devant l' architecte déménagent	expected	5	déménagent
4588	2294	les officiers devant l' architecte déménage	unexpected	5	déménage
4589	2295	les officiers devant l' architecte parlent	expected	5	parlent
4590	2295	les officiers devant l' architecte parle	unexpected	5	parle
4591	2296	les officiers devant l' architecte retournent	expected	5	retournent
4592	2296	les officiers devant l' architecte retourne	unexpected	5	retourne
4593	2297	les pilotes devant l' architecte sont vieux	expected	5	sont
4594	2297	les pilotes devant l' architecte est vieux	unexpected	5	est
4595	2298	les pilotes devant l' architecte sont jeunes	expected	5	sont
4596	2298	les pilotes devant l' architecte est jeune	unexpected	5	est
4597	2299	les pilotes devant l' architecte sont petits	expected	5	sont
4598	2299	les pilotes devant l' architecte est petit	unexpected	5	est
4599	2300	les pilotes devant l' architecte sont grands	expected	5	sont
4600	2300	les pilotes devant l' architecte est grand	unexpected	5	est
4601	2301	les pilotes devant l' architecte déménagent	expected	5	déménagent
4602	2301	les pilotes devant l' architecte déménage	unexpected	5	déménage
4603	2302	les pilotes devant l' architecte parlent	expected	5	parlent
4604	2302	les pilotes devant l' architecte parle	unexpected	5	parle
4605	2303	les pilotes devant l' architecte retournent	expected	5	retournent
4606	2303	les pilotes devant l' architecte retourne	unexpected	5	retourne
4607	2304	les consultants devant l' architecte sont vieux	expected	5	sont
4608	2304	les consultants devant l' architecte est vieux	unexpected	5	est
4609	2305	les consultants devant l' architecte sont jeunes	expected	5	sont
4610	2305	les consultants devant l' architecte est jeune	unexpected	5	est
4611	2306	les consultants devant l' architecte sont petits	expected	5	sont
4612	2306	les consultants devant l' architecte est petit	unexpected	5	est
4613	2307	les consultants devant l' architecte sont grands	expected	5	sont
4614	2307	les consultants devant l' architecte est grand	unexpected	5	est
4615	2308	les consultants devant l' architecte déménagent	expected	5	déménagent
4616	2308	les consultants devant l' architecte déménage	unexpected	5	déménage
4617	2309	les consultants devant l' architecte parlent	expected	5	parlent
4618	2309	les consultants devant l' architecte parle	unexpected	5	parle
4619	2310	les consultants devant l' architecte retournent	expected	5	retournent
4620	2310	les consultants devant l' architecte retourne	unexpected	5	retourne
4621	2311	les auteurs derrière l' architecte sont vieux	expected	5	sont
4622	2311	les auteurs derrière l' architecte est vieux	unexpected	5	est
4623	2312	les auteurs derrière l' architecte sont jeunes	expected	5	sont
4624	2312	les auteurs derrière l' architecte est jeune	unexpected	5	est
4625	2313	les auteurs derrière l' architecte sont petits	expected	5	sont
4626	2313	les auteurs derrière l' architecte est petit	unexpected	5	est
4627	2314	les auteurs derrière l' architecte sont grands	expected	5	sont
4628	2314	les auteurs derrière l' architecte est grand	unexpected	5	est
4629	2315	les auteurs derrière l' architecte déménagent	expected	5	déménagent
4630	2315	les auteurs derrière l' architecte déménage	unexpected	5	déménage
4631	2316	les auteurs derrière l' architecte parlent	expected	5	parlent
4632	2316	les auteurs derrière l' architecte parle	unexpected	5	parle
4633	2317	les auteurs derrière l' architecte retournent	expected	5	retournent
4634	2317	les auteurs derrière l' architecte retourne	unexpected	5	retourne
4635	2318	les directeurs derrière l' architecte sont vieux	expected	5	sont
4636	2318	les directeurs derrière l' architecte est vieux	unexpected	5	est
4637	2319	les directeurs derrière l' architecte sont jeunes	expected	5	sont
4638	2319	les directeurs derrière l' architecte est jeune	unexpected	5	est
4639	2320	les directeurs derrière l' architecte sont petits	expected	5	sont
4640	2320	les directeurs derrière l' architecte est petit	unexpected	5	est
4641	2321	les directeurs derrière l' architecte sont grands	expected	5	sont
4642	2321	les directeurs derrière l' architecte est grand	unexpected	5	est
4643	2322	les directeurs derrière l' architecte déménagent	expected	5	déménagent
4644	2322	les directeurs derrière l' architecte déménage	unexpected	5	déménage
4645	2323	les directeurs derrière l' architecte parlent	expected	5	parlent
4646	2323	les directeurs derrière l' architecte parle	unexpected	5	parle
4647	2324	les directeurs derrière l' architecte retournent	expected	5	retournent
4648	2324	les directeurs derrière l' architecte retourne	unexpected	5	retourne
4649	2325	les agriculteurs derrière l' architecte sont vieux	expected	5	sont
4650	2325	les agriculteurs derrière l' architecte est vieux	unexpected	5	est
4651	2326	les agriculteurs derrière l' architecte sont jeunes	expected	5	sont
4652	2326	les agriculteurs derrière l' architecte est jeune	unexpected	5	est
4653	2327	les agriculteurs derrière l' architecte sont petits	expected	5	sont
4654	2327	les agriculteurs derrière l' architecte est petit	unexpected	5	est
4655	2328	les agriculteurs derrière l' architecte sont grands	expected	5	sont
4656	2328	les agriculteurs derrière l' architecte est grand	unexpected	5	est
4657	2329	les agriculteurs derrière l' architecte déménagent	expected	5	déménagent
4658	2329	les agriculteurs derrière l' architecte déménage	unexpected	5	déménage
4659	2330	les agriculteurs derrière l' architecte parlent	expected	5	parlent
4660	2330	les agriculteurs derrière l' architecte parle	unexpected	5	parle
4661	2331	les agriculteurs derrière l' architecte retournent	expected	5	retournent
4662	2331	les agriculteurs derrière l' architecte retourne	unexpected	5	retourne
4663	2332	les chirurgiens derrière l' architecte sont vieux	expected	5	sont
4664	2332	les chirurgiens derrière l' architecte est vieux	unexpected	5	est
4665	2333	les chirurgiens derrière l' architecte sont jeunes	expected	5	sont
4666	2333	les chirurgiens derrière l' architecte est jeune	unexpected	5	est
4667	2334	les chirurgiens derrière l' architecte sont petits	expected	5	sont
4668	2334	les chirurgiens derrière l' architecte est petit	unexpected	5	est
4669	2335	les chirurgiens derrière l' architecte sont grands	expected	5	sont
4670	2335	les chirurgiens derrière l' architecte est grand	unexpected	5	est
4671	2336	les chirurgiens derrière l' architecte déménagent	expected	5	déménagent
4672	2336	les chirurgiens derrière l' architecte déménage	unexpected	5	déménage
4673	2337	les chirurgiens derrière l' architecte parlent	expected	5	parlent
4674	2337	les chirurgiens derrière l' architecte parle	unexpected	5	parle
4675	2338	les chirurgiens derrière l' architecte retournent	expected	5	retournent
4676	2338	les chirurgiens derrière l' architecte retourne	unexpected	5	retourne
4677	2339	les sénateurs derrière l' architecte sont vieux	expected	5	sont
4678	2339	les sénateurs derrière l' architecte est vieux	unexpected	5	est
4679	2340	les sénateurs derrière l' architecte sont jeunes	expected	5	sont
4680	2340	les sénateurs derrière l' architecte est jeune	unexpected	5	est
4681	2341	les sénateurs derrière l' architecte sont petits	expected	5	sont
4682	2341	les sénateurs derrière l' architecte est petit	unexpected	5	est
4683	2342	les sénateurs derrière l' architecte sont grands	expected	5	sont
4684	2342	les sénateurs derrière l' architecte est grand	unexpected	5	est
4685	2343	les sénateurs derrière l' architecte déménagent	expected	5	déménagent
4686	2343	les sénateurs derrière l' architecte déménage	unexpected	5	déménage
4687	2344	les sénateurs derrière l' architecte parlent	expected	5	parlent
4688	2344	les sénateurs derrière l' architecte parle	unexpected	5	parle
4689	2345	les sénateurs derrière l' architecte retournent	expected	5	retournent
4690	2345	les sénateurs derrière l' architecte retourne	unexpected	5	retourne
4691	2346	les professeurs derrière l' architecte sont vieux	expected	5	sont
4692	2346	les professeurs derrière l' architecte est vieux	unexpected	5	est
4693	2347	les professeurs derrière l' architecte sont jeunes	expected	5	sont
4694	2347	les professeurs derrière l' architecte est jeune	unexpected	5	est
4695	2348	les professeurs derrière l' architecte sont petits	expected	5	sont
4696	2348	les professeurs derrière l' architecte est petit	unexpected	5	est
4697	2349	les professeurs derrière l' architecte sont grands	expected	5	sont
4698	2349	les professeurs derrière l' architecte est grand	unexpected	5	est
4699	2350	les professeurs derrière l' architecte déménagent	expected	5	déménagent
4700	2350	les professeurs derrière l' architecte déménage	unexpected	5	déménage
4701	2351	les professeurs derrière l' architecte parlent	expected	5	parlent
4702	2351	les professeurs derrière l' architecte parle	unexpected	5	parle
4703	2352	les professeurs derrière l' architecte retournent	expected	5	retournent
4704	2352	les professeurs derrière l' architecte retourne	unexpected	5	retourne
4705	2353	les clients derrière l' architecte sont vieux	expected	5	sont
4706	2353	les clients derrière l' architecte est vieux	unexpected	5	est
4707	2354	les clients derrière l' architecte sont jeunes	expected	5	sont
4708	2354	les clients derrière l' architecte est jeune	unexpected	5	est
4709	2355	les clients derrière l' architecte sont petits	expected	5	sont
4710	2355	les clients derrière l' architecte est petit	unexpected	5	est
4711	2356	les clients derrière l' architecte sont grands	expected	5	sont
4712	2356	les clients derrière l' architecte est grand	unexpected	5	est
4713	2357	les clients derrière l' architecte déménagent	expected	5	déménagent
4714	2357	les clients derrière l' architecte déménage	unexpected	5	déménage
4715	2358	les clients derrière l' architecte parlent	expected	5	parlent
4716	2358	les clients derrière l' architecte parle	unexpected	5	parle
4717	2359	les clients derrière l' architecte retournent	expected	5	retournent
4718	2359	les clients derrière l' architecte retourne	unexpected	5	retourne
4719	2360	les officiers derrière l' architecte sont vieux	expected	5	sont
4720	2360	les officiers derrière l' architecte est vieux	unexpected	5	est
4721	2361	les officiers derrière l' architecte sont jeunes	expected	5	sont
4722	2361	les officiers derrière l' architecte est jeune	unexpected	5	est
4723	2362	les officiers derrière l' architecte sont petits	expected	5	sont
4724	2362	les officiers derrière l' architecte est petit	unexpected	5	est
4725	2363	les officiers derrière l' architecte sont grands	expected	5	sont
4726	2363	les officiers derrière l' architecte est grand	unexpected	5	est
4727	2364	les officiers derrière l' architecte déménagent	expected	5	déménagent
4728	2364	les officiers derrière l' architecte déménage	unexpected	5	déménage
4729	2365	les officiers derrière l' architecte parlent	expected	5	parlent
4730	2365	les officiers derrière l' architecte parle	unexpected	5	parle
4731	2366	les officiers derrière l' architecte retournent	expected	5	retournent
4732	2366	les officiers derrière l' architecte retourne	unexpected	5	retourne
4733	2367	les pilotes derrière l' architecte sont vieux	expected	5	sont
4734	2367	les pilotes derrière l' architecte est vieux	unexpected	5	est
4735	2368	les pilotes derrière l' architecte sont jeunes	expected	5	sont
4736	2368	les pilotes derrière l' architecte est jeune	unexpected	5	est
4737	2369	les pilotes derrière l' architecte sont petits	expected	5	sont
4738	2369	les pilotes derrière l' architecte est petit	unexpected	5	est
4739	2370	les pilotes derrière l' architecte sont grands	expected	5	sont
4740	2370	les pilotes derrière l' architecte est grand	unexpected	5	est
4741	2371	les pilotes derrière l' architecte déménagent	expected	5	déménagent
4742	2371	les pilotes derrière l' architecte déménage	unexpected	5	déménage
4743	2372	les pilotes derrière l' architecte parlent	expected	5	parlent
4744	2372	les pilotes derrière l' architecte parle	unexpected	5	parle
4745	2373	les pilotes derrière l' architecte retournent	expected	5	retournent
4746	2373	les pilotes derrière l' architecte retourne	unexpected	5	retourne
4747	2374	les consultants derrière l' architecte sont vieux	expected	5	sont
4748	2374	les consultants derrière l' architecte est vieux	unexpected	5	est
4749	2375	les consultants derrière l' architecte sont jeunes	expected	5	sont
4750	2375	les consultants derrière l' architecte est jeune	unexpected	5	est
4751	2376	les consultants derrière l' architecte sont petits	expected	5	sont
4752	2376	les consultants derrière l' architecte est petit	unexpected	5	est
4753	2377	les consultants derrière l' architecte sont grands	expected	5	sont
4754	2377	les consultants derrière l' architecte est grand	unexpected	5	est
4755	2378	les consultants derrière l' architecte déménagent	expected	5	déménagent
4756	2378	les consultants derrière l' architecte déménage	unexpected	5	déménage
4757	2379	les consultants derrière l' architecte parlent	expected	5	parlent
4758	2379	les consultants derrière l' architecte parle	unexpected	5	parle
4759	2380	les consultants derrière l' architecte retournent	expected	5	retournent
4760	2380	les consultants derrière l' architecte retourne	unexpected	5	retourne
4761	2381	les auteurs devant le chef sont vieux	expected	5	sont
4762	2381	les auteurs devant le chef est vieux	unexpected	5	est
4763	2382	les auteurs devant le chef sont jeunes	expected	5	sont
4764	2382	les auteurs devant le chef est jeune	unexpected	5	est
4765	2383	les auteurs devant le chef sont petits	expected	5	sont
4766	2383	les auteurs devant le chef est petit	unexpected	5	est
4767	2384	les auteurs devant le chef sont grands	expected	5	sont
4768	2384	les auteurs devant le chef est grand	unexpected	5	est
4769	2385	les auteurs devant le chef déménagent	expected	5	déménagent
4770	2385	les auteurs devant le chef déménage	unexpected	5	déménage
4771	2386	les auteurs devant le chef parlent	expected	5	parlent
4772	2386	les auteurs devant le chef parle	unexpected	5	parle
4773	2387	les auteurs devant le chef retournent	expected	5	retournent
4774	2387	les auteurs devant le chef retourne	unexpected	5	retourne
4775	2388	les directeurs devant le chef sont vieux	expected	5	sont
4776	2388	les directeurs devant le chef est vieux	unexpected	5	est
4777	2389	les directeurs devant le chef sont jeunes	expected	5	sont
4778	2389	les directeurs devant le chef est jeune	unexpected	5	est
4779	2390	les directeurs devant le chef sont petits	expected	5	sont
4780	2390	les directeurs devant le chef est petit	unexpected	5	est
4781	2391	les directeurs devant le chef sont grands	expected	5	sont
4782	2391	les directeurs devant le chef est grand	unexpected	5	est
4783	2392	les directeurs devant le chef déménagent	expected	5	déménagent
4784	2392	les directeurs devant le chef déménage	unexpected	5	déménage
4785	2393	les directeurs devant le chef parlent	expected	5	parlent
4786	2393	les directeurs devant le chef parle	unexpected	5	parle
4787	2394	les directeurs devant le chef retournent	expected	5	retournent
4788	2394	les directeurs devant le chef retourne	unexpected	5	retourne
4789	2395	les agriculteurs devant le chef sont vieux	expected	5	sont
4790	2395	les agriculteurs devant le chef est vieux	unexpected	5	est
4791	2396	les agriculteurs devant le chef sont jeunes	expected	5	sont
4792	2396	les agriculteurs devant le chef est jeune	unexpected	5	est
4793	2397	les agriculteurs devant le chef sont petits	expected	5	sont
4794	2397	les agriculteurs devant le chef est petit	unexpected	5	est
4795	2398	les agriculteurs devant le chef sont grands	expected	5	sont
4796	2398	les agriculteurs devant le chef est grand	unexpected	5	est
4797	2399	les agriculteurs devant le chef déménagent	expected	5	déménagent
4798	2399	les agriculteurs devant le chef déménage	unexpected	5	déménage
4799	2400	les agriculteurs devant le chef parlent	expected	5	parlent
4800	2400	les agriculteurs devant le chef parle	unexpected	5	parle
4801	2401	les agriculteurs devant le chef retournent	expected	5	retournent
4802	2401	les agriculteurs devant le chef retourne	unexpected	5	retourne
4803	2402	les chirurgiens devant le chef sont vieux	expected	5	sont
4804	2402	les chirurgiens devant le chef est vieux	unexpected	5	est
4805	2403	les chirurgiens devant le chef sont jeunes	expected	5	sont
